IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
8.98, -3.40, 9.09, 11.14, -7.85, -6.75
7.59, 0.08, 9.09, 6.90, -7.37, -1.10
5.52, 0.11, 7.75, 7.30, -11.22, -5.81
3.86, 1.03, 21.53, 10.04, 22.83, -23.85
5.28, 10.18, 7.08, 9.81, 13.26, -12.79
6.84, -0.91, 3.24, 9.65, 2.04, -12.08
4.47, -1.82, 10.98, 10.59, -5.57, -4.08
4.77, 1.99, 1.44, 5.96, -10.04, 20.08
8.25, 0.65, 11.07, 6.35, -23.85, 11.22
10.62, 3.06, -8.92, 38.29, -37.11, 40.72
5.59, 12.47, -12.90, -5.10, -31.46, 39.38
7.36, -6.55, 2.49, 5.88, -9.65, 13.81
9.25, 8.27, -0.74, -5.02, -24.40, 24.09
-1.24, -13.50, 46.07, 37.74, 160.59, -160.67
-11.36, 42.43, -13.90, 10.98, -1.80, 39.07
5.32, -15.41, 11.88, 0.31, -40.09, 29.97
9.58, -13.58, 6.59, 5.73, 16.71, 13.89
7.53, 9.23, -1.15, 9.49, -6.98, 5.73
6.71, 2.11, 0.62, 3.92, -38.83, -25.42
-4.18, -27.26, 47.66, 10.12, 58.21, -5.10
-4.27, 18.00, 64.62, 62.76, 13.42, -36.40
6.14, 65.18, -28.69, 18.28, -17.10, 3.06
3.21, 0.55, 3.51, 160.59, 142.16, 41.66
12.11, 78.68, -51.38, 4.94, -29.66, 15.77
9.05, -12.36, -0.78, 4.71, -15.06, 8.08
10.92, 6.21, 14.35, -7.69, 80.10, -87.63
0.71, 25.78, 6.70, 10.59, -28.16, 19.30
20.36, -18.72, 29.96, -5.26, -23.85, 49.19
14.59, -12.68, 9.34, 14.59, -6.28, -158.48
3.05, -118.14, 46.26, 5.02, -7.30, -3.37
8.64, -30.46, 61.15, 4.63, -35.54, 26.67
8.49, -2.39, 4.31, -12.55, -123.88, 21.81
-2.09, -20.13, 122.66, 4.55, 27.07, -160.67
-3.45, -30.35, 30.89, 21.26, -15.69, -47.93
11.95, 1.79, -1.72, -0.78, -53.35, 34.44
0.50, -43.25, 89.79, 1.10, -23.54, 46.52
0.73, -3.16, 7.37, 8.94, -1.57, -7.22
16.87, -8.23, -2.96, -4.79, 42.52, -28.64
6.64, -69.86, 16.42, -9.18, -46.37, 26.99
11.53, -2.93, -12.66, -11.85, -91.32, 97.52
47.02, -61.50, 45.76, 8.39, -44.17, 26.52
13.30, 13.58, 7.59, 7.30, 13.65, -31.54
-1.25, -11.40, 55.58, 10.83, -15.30, 16.95
10.42, 5.60, -2.29, 160.59, 160.59, -51.94
-7.69, 0.83, -6.52, -6.43, -1.49, 22.91
6.83, -29.17, 28.20, 43.15, 6.20, -28.79
-15.59, 24.77, 88.10, 51.86, -64.49, 12.40
28.54, 4.46, -7.55, 5.18, -38.99, 17.42
18.36, -7.02, -15.21, 10.20, -5.02, -11.30
10.85, -10.64, -4.77, 14.44, -6.67, 7.22
9.30, 8.86, 8.84, 6.20, -19.22, 20.95
67.68, 10.81, 12.45, -19.22, -69.27, -65.98
16.67, 26.02, 36.07, -5.49, -85.20, 51.31
17.59, -27.42, 20.00, 10.28, -14.51, -4.08
0.83, 33.07, 12.66, 11.45, 46.29, 20.16
16.24, 21.70, -12.13, 3.14, -32.09, 12.55
4.59, -0.27, 4.55, -13.02, -77.83, 3.92
-15.84, -26.05, 19.61, -6.83, -11.61, -28.71
-3.84, -23.81, 5.49, -1.57, -16.55, 17.02
20.60, -21.05, -12.32, -4.08, -4.16, 3.14
33.92, 2.76, 111.15, 4.31, 12.55, -29.18
15.30, -10.26, -8.03, 6.59, -22.20, 4.55
27.40, -0.92, 14.86, 19.53, 160.59, -150.16
4.60, -44.49, 13.21, -0.16, -22.12, 30.13
19.79, -40.94, 4.56, 3.14, -40.25, 11.06
0.79, 5.86, 5.12, 14.59, 3.45, -15.69
9.84, 24.43, 5.86, 12.87, 6.12, -0.78
7.07, 2.47, 6.71, 0.86, -26.52, 27.38
9.44, -2.89, 0.25, 16.40, -147.41, 52.88
6.37, -55.99, 95.09, 160.59, 18.28, 13.42
2.73, 117.74, -71.71, 14.75, -41.82, 75.79
10.23, -29.74, 44.57, -3.06, 14.51, -13.73
4.14, -15.34, 59.23, 14.75, -24.09, 10.36
7.40, 4.45, 4.83, 7.53, 6.83, 12.63
3.05, -40.70, 34.73, 97.05, 160.59, -40.09
-19.81, 77.36, -41.00, 0.00, -160.67, 145.53
35.18, -13.79, 15.85, 2.12, -26.28, 27.30
11.40, -3.28, -3.21, -62.37, 148.43, -17.42
11.84, -122.10, 22.62, 11.14, 15.06, -125.21
7.40, -40.79, 21.22, 4.00, -27.22, 17.65
9.86, -26.82, 2.72, 77.75, 134.86, -160.67
-15.42, 18.98, -1.95, -9.65, -1.02, 31.70
22.88, -45.26, -12.36, 0.00, -47.86, 63.15
-10.40, -43.33, 53.28, 11.92, 9.18, -81.98
-1.03, -65.32, 47.12, 2.43, -9.34, -5.26
17.40, -6.64, -37.70, 5.26, -25.73, 26.99
35.96, 0.16, 8.07, -0.08, -18.04, 22.05
65.98, 23.89, 37.24, -5.41, -40.01, 59.55
18.43, -20.15, 13.28, 0.00, -33.89, 19.46
0.42, 7.28, 52.23, 29.50, 31.07, -160.67
-0.69, 26.25, 48.13, 7.53, -8.24, 29.34
3.29, -26.95, -7.30, 4.63, -25.65, -65.19
19.97, -60.42, 24.53, 13.26, 6.67, -83.32
9.55, 11.66, 34.62, 21.34, 106.07, -160.67
-27.31, 105.97, -25.24, 41.50, 156.67, -160.67
-3.48, 45.42, -10.77, 41.89, 62.76, -153.61
-12.90, -15.44, 10.35, 10.75, -14.04, -2.28
5.42, 1.57, 0.59, -76.88, 38.99, 160.59
7.49, 6.18, -26.39, -7.53, 1.26, 32.32
24.62, -2.99, -24.61, 17.57, -120.66, 46.44
29.61, 44.84, -11.07, -160.67, -81.04, 21.65
25.36, -47.13, -29.18, -10.04, 1.96, 9.49
1.15, 14.46, 27.33, 7.14, -5.10, 13.65
26.37, 12.08, 14.43, -79.16, -4.71, 27.62
35.96, 24.34, -30.04, 8.32, 35.15, -111.33
-0.51, 20.28, -0.16, 3.92, -8.39, 23.22
7.59, -3.17, 9.10, -9.89, -75.32, 18.12
32.88, -32.66, -39.64, 14.75, -15.30, 29.50
4.72, 6.12, 20.32, 105.52, 160.59, -111.09
-13.79, 77.68, -23.40, 1.57, 24.87, 13.42
-12.82, -59.62, 106.94, 49.97, -33.89, -160.67
-4.51, -64.68, 46.46, 160.59, 129.92, 78.37
-9.64, -31.67, -1.24, 3.45, -41.19, 18.44
3.69, -5.05, 5.73, 8.00, 0.08, -3.06
6.64, -1.97, 12.63, 0.31, -22.67, -3.84
3.29, -26.07, 22.84, -5.02, -38.91, 52.25
6.38, -17.86, 35.40, -44.09, 67.78, -160.67
-15.48, 101.91, 11.88, 33.26, 21.34, -51.47
1.34, -82.07, 28.06, -9.65, 8.00, 12.24
6.18, 5.29, 0.45, 0.78, -25.50, 28.16
14.68, 6.96, 7.82, 5.02, 3.53, 22.05
8.85, -0.54, -3.96, 5.02, -1.41, 4.94
5.50, -2.08, 5.52, 29.42, 12.79, -101.36
2.11, -10.76, 5.22, 6.75, 0.00, -31.62
14.72, -7.29, 14.54, -2.90, -4.71, 34.05
7.23, -8.95, 24.79, -3.53, 18.36, 8.79
9.34, -2.39, -20.11, 14.28, 13.65, 11.45
12.68, -3.96, -8.19, 1.02, 1.33, 6.75
7.31, -1.46, 13.71, 8.16, 9.89, -53.35
13.76, -8.40, 16.94, 5.33, 11.22, -14.20
4.09, -9.22, 3.19, 7.45, 6.83, -8.39
8.05, 0.99, 11.82, 6.43, 8.47, -7.53
5.37, -3.60, 15.19, 8.47, 1.96, -3.14
6.10, -1.36, 5.67, 7.61, 3.77, -4.08
4.43, -2.15, 7.19, 11.45, 2.75, -14.51
6.17, -1.17, 8.04, 8.47, 6.20, -8.63
6.57, -0.60, 8.69, 6.59, 4.16, -7.85
4.73, -3.12, 11.20, 8.16, 2.20, -8.87
5.63, -1.54, 8.70, 9.02, -0.86, -5.96
5.91, -4.12, 5.47, 9.02, -0.94, -9.41
4.29, -5.69, 8.40, 11.14, -8.08, -15.93
4.68, 4.26, 10.00, 7.53, 6.04, -8.16
=
IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
10.61, -1.63, 5.88, 9.96, -5.41, -7.22
5.48, 1.44, 9.75, 9.81, -5.41, -5.33
6.85, -0.65, 7.12, 10.28, -5.18, -5.18
6.71, 0.35, 8.05, 9.73, -4.94, -5.33
6.85, 0.27, 7.37, 9.81, -4.71, -6.43
6.69, 0.81, 7.52, 9.57, -3.77, -5.18
6.52, 0.67, 7.95, 9.65, -5.10, -4.71
6.61, 0.33, 8.03, 9.10, -5.57, -5.49
6.27, 0.32, 8.11, 9.26, -5.81, -5.02
6.43, 0.21, 8.31, 9.41, -5.96, -4.31
6.73, 0.31, 8.31, 9.49, -6.20, -4.79
6.82, -0.28, 8.54, 9.41, -6.83, -5.02
6.99, -0.22, 8.31, 9.96, -6.98, -4.79
6.93, 0.05, 7.87, 9.57, -6.90, -4.94
6.51, -0.24, 8.44, 9.10, -5.81, -3.84
6.67, 0.13, 8.53, 9.41, -5.57, -4.16
6.75, 0.37, 8.12, 10.04, -6.12, -5.41
7.20, -0.25, 7.51, 10.59, -7.06, -5.49
7.85, -0.35, 7.66, 11.22, -7.14, -4.31
7.75, 0.14, 8.01, 10.59, -6.20, -5.02
7.36, 0.74, 8.10, 13.73, -57.11, 73.43
12.28, -8.35, -86.25, 18.04, -5.10, -8.71
10.17, -21.05, 24.31, 4.31, -9.81, -9.02
4.54, -1.56, 25.70, 6.12, 0.08, -15.61
4.32, 2.58, 14.66, 10.04, 0.78, -6.59
6.10, 2.88, 4.15, 10.59, -5.18, -8.08
7.02, 0.22, 4.19, 10.43, -8.24, -1.02
7.67, -1.29, 5.43, 7.69, -10.83, 1.96
6.50, -1.67, 8.31, 7.06, -7.14, 2.59
5.88, -1.25, 8.68, 7.69, -4.71, -0.86
7.05, 2.50, 7.44, 9.18, 4.79, 0.47
3.31, -13.54, 24.59, 11.85, -9.34, -7.61
3.88, -1.11, 12.05, 3.61, -5.10, -0.86
2.75, -8.05, 23.07, 6.83, -2.59, -0.08
11.19, 6.53, 0.09, 6.12, -11.22, 10.59
8.91, -7.63, 7.30, 9.65, -12.24, 4.63
7.44, -1.95, 4.17, 3.84, -20.16, 6.75
9.68, -4.10, 15.63, 8.16, -11.45, 6.12
8.45, 4.58, -8.55, 6.04, -11.06, 8.47
15.87, -0.80, 1.71, 0.08, -25.81, 19.53
3.94, -15.24, 35.47, 18.20, 19.85, -39.70
1.48, 9.13, -1.56, 4.86, -7.53, 7.30
7.63, 0.41, 13.89, 13.89, 9.26, -21.65
8.72, 6.46, -4.24, -4.39, -31.38, 22.05
11.16, -33.94, 5.42, 6.51, -22.05, 20.55
6.28, 3.50, 1.96, -1.57, -5.88, 23.54
5.75, -2.32, 17.72, 7.53, 1.41, 0.31
4.10, 20.99, -3.50, 2.35, -13.42, -39.38
12.09, -24.28, 35.86, 5.33, -18.67, 10.04
17.29, -6.87, 4.80, 3.37, -29.03, 7.22
3.51, 4.40, 56.28, 7.06, -19.14, 14.04
4.36, 3.92, 11.67, 15.30, 5.73, -36.17
7.00, -3.74, -4.27, 9.73, -29.73, 16.24
9.41, -10.72, 45.31, 9.81, 10.12, -15.69
16.68, -1.16, 3.03, -2.67, -21.34, 14.59
-2.89, -9.89, 72.16, 16.71, 24.01, -64.02
-6.96, 3.08, -4.70, 12.47, 160.59, -160.67
-38.82, 59.85, 29.33, 3.14, -2.20, 53.98
9.58, -26.55, -3.60, 7.22, -28.48, 9.89
6.49, -6.18, 4.47, 41.97, 36.79, -9.89
-2.08, 71.44, -37.85, -0.71, -41.42, 43.54
-2.67, -9.53, 95.21, -1.41, -37.97, 26.83
-2.69, -2.04, 20.78, -31.22, -25.42, 30.83
13.28, -1.69, 5.75, 3.61, -20.79, 30.52
8.75, 18.11, 7.47, 88.42, 64.72, -86.46
-1.15, 28.13, -10.67, 13.81, -23.54, 30.83
6.91, -14.65, 26.00, 4.00, -34.83, 30.13
7.62, -5.70, 10.49, -4.71, -72.80, 49.27
16.72, -41.65, 9.34, 10.83, -10.90, 25.11
5.77, 24.65, 1.16, -15.85, 5.02, -54.29
18.08, 13.99, -39.80, 15.77, -27.46, 12.79
30.82, 43.66, 37.36, -5.02, -9.02, 3.14
14.40, -13.28, 9.18, -3.37, 120.03, -2.43
-19.10, -7.90, 64.10, 6.67, -18.20, 4.71
6.11, 1.34, 20.71, -77.90, -80.73, 98.62
17.64, -25.97, -31.33, 155.10, -37.66, -3.37
2.61, -5.85, -21.15, -112.42, -51.47, 82.69
22.26, 9.50, -12.49, -35.15, 2.59, 5.10
-11.61, 85.32, -62.50, 14.75, 15.69, 38.44
-5.80, 20.57, -5.25, 8.39, -8.79, 2.90
6.19, 6.75, 4.54, 27.69, 75.32, -160.67
16.53, -101.59, 59.68, 21.42, 47.70, 56.88
5.16, 8.73, -42.08, -3.77, -33.81, 41.82
2.54, -18.19, 8.58, 44.25, 160.59, 47.07
-18.40, 160.00, -49.32, 16.16, -5.33, 23.85
5.01, -14.30, 8.79, 3.14, -13.49, 5.49
2.85, -6.37, 11.58, 12.16, -4.71, 4.39
7.42, -1.61, -1.21, -14.83, 0.86, 19.69
31.61, -47.02, 18.96, -3.69, -28.09, -97.75
-17.08, -10.73, 28.34, -35.30, -71.00, 1.80
34.82, -54.38, 17.17, -12.00, 52.25, 126.86
32.92, -85.66, -2.80, 3.45, 21.81, -20.87
2.36, 37.42, -5.55, 13.26, 7.77, 10.36
8.77, 10.70, -0.58, 10.90, -5.65, 4.24
8.67, -1.81, 3.39, 4.31, -32.71, 19.14
4.84, -13.15, 13.95, 42.76, -132.90, 44.17
66.71, -19.95, -34.58, -13.49, -160.67, 44.88
65.88, -6.66, -3.29, -4.16, -5.02, 42.91
-1.04, -28.56, 59.15, 21.03, -16.00, -2.59
-5.72, -10.68, 8.06, 0.00, 30.36, 51.31
13.84, -51.40, 9.53, 47.70, 136.82, 28.87
3.11, 52.23, -45.95, 5.02, -19.38, 16.00
4.22, -30.12, 20.70, 4.00, -160.67, -114.70
36.22, -4.89, -38.31, 20.79, -4.08, 10.04
23.54, -33.28, 21.39, -14.51, -112.97, -100.81
32.54, -121.95, 49.97, 6.90, 160.59, -93.44
-11.76, 40.58, -44.60, -38.60, -160.67, 21.42
36.82, 16.89, -55.02, 36.01, 115.01, -35.15
-7.43, 31.37, -3.21, -48.95, 27.93, 67.23
10.56, 14.86, 14.43, -51.62, -72.57, 75.24
11.05, -13.55, 8.36, 160.59, 160.59, -160.67
-40.12, 160.00, -72.13, 11.61, 4.24, -17.89
10.40, -20.20, 17.41, 10.12, -160.67, 23.54
44.40, 0.86, -41.60, 8.32, -1.73, -59.39
-0.28, 33.71, -22.22, -5.02, -16.08, 25.58
7.99, -7.21, 22.43, 17.89, -3.69, 0.55
-3.08, 24.43, 4.84, 16.95, 26.67, -44.09
5.57, -31.58, 34.90, 40.64, 51.15, -84.81
4.87, 20.30, 10.83, 5.81, -65.90, 26.83
12.26, -28.91, 79.51, -64.10, 160.59, -160.67
-24.96, 106.04, 47.34, 160.59, 122.78, 160.59
-12.51, -33.65, -16.19, 9.65, -2.35, 12.94
8.56, 5.87, 10.08, -34.68, 71.71, 27.54
-4.33, -54.17, 83.03, 160.59, 144.43, -150.55
-18.81, 76.85, -10.47, 61.59, -160.67, 40.40
9.77, 10.03, -79.37, 97.60, -136.82, 102.70
33.37, -67.37, -9.65, 1.10, -19.38, 37.81
-0.19, 17.60, 18.96, 3.37, 12.63, 8.79
13.22, 21.97, -0.27, -10.51, 79.16, -160.67
14.64, 65.23, -24.85, -2.35, -26.67, 28.24
7.39, -20.11, 15.26, 3.69, 17.97, -103.48
-11.66, -0.92, -11.33, 7.14, -19.85, 2.59
12.54, -5.46, 18.34, 7.85, 160.59, -143.26
-23.31, 64.67, -17.98, -8.79, 29.42, 38.60
14.62, -45.49, 22.74, -0.31, -16.08, 160.59
9.19, -6.08, -41.77, 8.79, -15.14, 33.81
3.17, -1.08, 1.59, -20.24, 3.14, 87.48
18.05, -32.84, -7.87, 10.51, -28.09, 46.29
0.96, 0.34, 23.71, 143.96, 160.59, -160.67
-43.52, 138.04, -67.92, 5.49, -8.08, 28.56
78.52, -1.92, -26.94, 2.59, -28.79, 36.56
54.90, -9.83, 21.81, 1.73, 2.75, 8.39
7.92, 20.68, 27.22, 12.79, 74.06, -98.69
8.31, 35.57, -1.04, 7.53, 0.08, -38.36
13.92, -9.02, 9.26, 1.88, -22.75, 28.79
14.42, -17.68, 43.70, -8.79, -40.17, 11.77
19.44, -21.19, -12.03, 6.20, -16.08, 23.54
9.29, 7.02, 3.89, 8.39, -20.48, 67.78
10.57, -50.65, 32.07, 7.61, 9.34, 24.95
8.07, 4.76, -10.10, 0.39, -21.65, 32.24
11.59, 40.08, -35.51, -11.92, -26.12, -4.00
8.42, -50.48, 31.86, 2.20, 23.22, 30.52
10.04, -15.83, -33.35, -4.94, -44.17, 58.29
-1.90, -15.16, 42.59, -1.73, 0.86, 36.01
14.73, 12.84, 0.11, 0.08, -37.03, 19.46
18.10, -16.44, 42.78, 27.22, -41.27, 39.93
13.87, -24.26, -22.92, 5.02, 3.69, 22.20
30.07, 5.81, -11.67, 5.18, 6.67, 10.20
2.06, 8.63, 26.48, -18.44, 38.99, -34.91
15.82, -15.45, -27.33, -2.28, 0.78, 30.44
9.11, -4.82, 5.00, 55.70, -17.34, 42.05
6.71, 43.75, -42.30, 7.92, 5.02, 4.71
3.21, 4.82, 15.04, 13.02, -2.43, -16.16
2.85, -2.94, 10.23, 4.71, -11.30, 33.58
4.22, -14.69, 52.08, -10.36, 2.51, 18.51
7.33, -30.42, -19.64, 60.33, 5.10, 36.48
10.60, 10.77, -17.33, 17.34, 2.28, -49.66
-5.36, 7.73, 6.77, 5.26, 4.63, 3.30
2.67, -10.00, 6.43, -1.80, -13.89, -2.12
8.65, -15.90, 3.38, 5.96, -3.61, -2.82
11.03, -0.43, -0.26, 7.45, 0.86, -10.04
5.40, -5.92, 3.57, 7.92, 3.84, -1.49
7.35, -2.97, -1.42, 0.31, 32.56, -5.49
4.57, -3.88, 7.95, 8.08, -0.86, -4.24
4.17, -5.42, 11.06, 14.04, 12.87, -15.77
5.23, -4.44, 4.51, 10.04, 3.14, -6.28
6.38, 0.71, 11.73, 8.47, 2.75, -2.35
7.56, 4.26, 7.43, 7.92, 1.49, -17.97
8.94, -5.16, 8.08, 9.65, 8.47, -7.37
7.28, 2.51, 11.45, 8.63, 9.10, -12.94
=
IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
11.63, -9.63, 9.36, 11.61, -9.41, -4.16
5.27, -1.45, 9.87, 10.75, -8.24, -4.94
6.35, -1.81, 7.92, 10.75, -6.75, -3.84
6.29, -0.50, 8.55, 10.12, -5.65, -4.08
6.26, 0.35, 8.38, 9.96, -6.04, -4.71
6.06, 0.10, 8.64, 9.81, -6.20, -4.16
6.07, 0.64, 9.00, 10.04, -5.88, -4.08
6.66, 0.84, 8.67, 10.59, -5.57, -4.39
7.09, 0.92, 8.34, 10.90, -6.83, -5.02
6.65, 0.58, 8.25, 10.28, -7.61, -5.10
6.53, 0.39, 8.37, 10.04, -6.35, -4.31
6.41, 0.33, 8.33, 9.65, -5.73, -4.08
6.33, 0.37, 8.40, 9.73, -5.65, -3.92
6.27, -0.01, 7.95, 9.34, -6.04, -4.00
6.11, -0.25, 8.16, 9.96, -6.59, -5.10
6.36, -0.30, 8.22, 9.41, -6.67, -5.33
6.84, 0.00, 7.74, 10.75, -7.37, -5.49
7.28, -0.21, 7.66, 10.90, -6.90, -5.65
7.36, -0.13, 7.48, 10.67, -7.30, -5.88
7.38, 0.04, 7.52, 10.59, -5.65, -4.94
7.12, 0.41, 7.82, 10.12, -4.63, -4.86
6.73, 0.69, 8.41, 9.49, -3.61, -4.94
6.64, 0.32, 8.49, 9.81, -4.47, -5.57
6.42, 0.61, 8.18, 9.96, -5.02, -6.35
6.70, 0.60, 8.21, 10.51, -5.88, -5.81
7.26, 0.28, 8.37, 10.43, -7.30, -5.65
7.47, 0.04, 8.66, 10.75, -7.61, -6.67
7.85, -0.26, 7.73, 10.75, -6.98, -7.69
7.70, 0.28, 7.27, 10.67, -5.26, -7.06
7.22, 0.48, 8.25, 9.65, -4.55, -5.18
6.76, 0.21, 9.18, 9.10, -4.86, -4.39
6.74, -0.08, 8.59, 9.96, -5.57, -5.73
6.92, -0.16, 7.66, 9.89, -5.81, -6.98
6.96, -0.16, 7.51, 10.28, -6.28, -5.81
7.27, -0.54, 8.01, 10.28, -6.98, -5.96
7.67, -0.42, 7.74, 101.91, -7.06, -55.23
16.34, 43.32, -38.48, 10.04, -1.41, -11.30
-0.80, 6.31, 12.21, 22.44, -0.94, 9.81
-3.94, 25.55, 14.32, 7.53, -8.71, -4.16
3.53, 0.19, 14.87, 8.47, -8.55, -2.12
5.31, 0.36, 5.09, 10.28, -4.31, -4.31
7.19, 3.79, 7.57, 7.77, -5.73, -0.86
6.87, 0.42, 7.80, 9.65, 14.75, -17.57
10.40, -15.41, 12.41, 7.61, -2.28, -15.38
5.25, -9.82, 15.95, 7.53, -7.53, -7.45
5.55, -3.54, 11.22, 6.51, -5.65, 9.02
9.79, 6.18, -7.19, 5.33, -6.35, 2.59
13.73, -0.70, 6.69, 5.33, -9.49, -1.65
6.93, -8.05, 11.79, 7.92, -10.20, -8.63
7.47, -3.46, 8.28, 9.65, 0.55, -3.06
5.56, 5.58, 7.34, 29.42, -7.61, -68.10
-1.42, 0.20, 3.81, 9.57, -3.30, -3.37
7.71, -11.06, 18.72, 2.04, -19.38, 21.97
8.30, -13.32, 15.76, 9.81, -25.18, 11.45
6.26, -2.08, -2.38, 13.96, 21.81, -46.60
6.57, 7.62, 3.56, 3.84, -8.63, 28.24
8.06, 2.01, -6.40, 9.65, -17.34, -14.91
5.80, -24.86, 15.74, 8.71, 8.63, 6.43
6.26, 17.13, -7.47, 10.98, -19.22, -63.94
3.70, -22.08, 27.34, 17.34, 15.53, -65.19
4.85, 10.95, -2.48, 9.41, -18.51, 18.67
5.61, -8.46, 18.84, 3.06, -52.96, 38.76
18.14, -12.92, -24.55, 5.49, -33.89, 15.69
12.87, -28.01, 4.33, 6.12, -26.28, 82.85
7.81, 33.92, -36.27, 14.67, -3.69, -0.39
5.46, 9.48, 12.25, 2.43, -7.53, 9.73
8.08, -10.72, 19.98, 5.65, 27.77, -155.65
-0.72, -14.01, 40.30, 4.63, -21.03, 21.97
9.05, -3.57, 1.29, 5.88, -11.38, 2.28
5.20, 0.90, -2.17, 8.79, 37.50, -41.97
2.20, -6.95, 43.11, -11.06, -34.21, 7.30
10.46, -36.44, 25.07, -3.77, -31.15, 23.38
4.55, -4.32, 9.57, 30.44, 9.89, -75.32
8.15, 0.00, -2.29, 8.79, -3.37, -2.51
13.28, 1.39, -1.94, -40.17, -19.85, 58.92
10.23, 67.20, -42.83, 7.85, -40.87, 33.73
4.91, -17.30, 2.04, 6.12, -4.94, -3.61
5.38, 5.09, 6.60, -54.76, -40.80, 12.79
16.42, -23.14, 9.32, 0.31, 6.83, 21.81
16.25, 33.90, -6.24, -15.14, -79.08, 40.72
-4.65, -66.26, 65.74, 4.39, -10.59, 17.57
26.83, 32.83, -5.33, 4.24, -15.38, 12.32
18.05, -14.58, 7.90, 7.14, -28.87, 29.81
1.51, 20.03, 4.99, 6.67, -21.50, 10.83
7.11, -7.04, -2.38, -13.96, -6.90, 51.07
-5.10, -45.26, -31.01, 10.51, -6.51, 27.62
1.64, 21.14, 10.24, 1.26, -49.11, 35.38
-2.41, 7.13, -5.45, 9.02, -31.77, 26.28
-0.04, 15.99, 19.89, -6.67, -8.00, -56.09
11.70, -28.61, 10.61, 19.06, -27.77, 23.07
18.34, 6.12, -15.65, 121.60, 104.97, -87.55
7.26, 16.22, -22.04, 34.21, -7.92, 13.42
4.29, -6.62, 1.17, 16.16, 39.38, -138.47
9.41, -69.85, 23.44, 13.73, -14.75, 8.47
11.79, 0.97, 19.08, 12.87, -6.20, -41.34
16.96, -18.79, 27.21, -16.63, -25.11, 30.68
