IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
8.48, 2.73, 6.87, 9.96, -0.16, -4.55
7.37, 0.32, 5.73, 8.94, -3.14, -8.32
8.74, 0.97, 6.98, 9.65, -2.67, -7.85
5.63, 0.46, 6.76, 8.79, -4.47, -6.67
6.55, 1.90, 7.23, 9.10, -3.22, -5.41
6.40, 0.86, 7.40, 8.79, -3.30, -5.81
6.62, 1.36, 6.98, 8.79, -3.14, -7.06
6.52, 1.83, 7.58, 8.87, -2.20, -6.59
6.42, 1.30, 7.38, 8.71, -2.82, -6.83
6.63, 1.37, 7.66, 8.55, -2.98, -7.14
6.01, -1.00, 13.72, 8.32, -4.55, -6.43
6.06, 0.87, 8.32, 8.32, -3.30, -6.20
6.83, 1.03, 8.34, 8.16, -2.51, -7.77
6.22, 1.92, 11.26, 8.00, -1.49, -9.57
5.79, 2.09, 8.68, 8.63, -0.86, -7.45
6.51, 1.30, 8.21, 8.87, -2.43, -6.43
6.65, 1.25, 7.44, 8.94, -1.02, -6.28
6.83, 1.47, 7.17, 9.26, -1.18, -7.06
6.53, 1.58, 7.20, 8.63, -3.53, -7.45
6.40, 1.24, 7.81, 8.08, -2.75, -7.53
6.06, 1.13, 8.21, 8.71, -2.28, -7.92
6.44, 1.03, 7.94, 9.10, -2.90, -5.73
6.69, 1.26, 8.14, 8.32, -3.30, -7.14
6.50, 1.92, 7.70, 9.18, -2.51, -6.04
6.65, 2.41, 7.61, 8.71, -3.30, -7.45
6.61, 2.40, 7.49, 9.02, -4.39, -6.83
6.73, 1.80, 6.78, 9.02, -3.14, -6.20
7.13, 1.06, 6.25, 9.10, -5.26, -5.96
7.01, 0.73, 6.33, 7.92, -5.26, -6.90
6.22, 0.94, 6.80, 9.41, -5.96, -5.26
6.79, 2.40, 8.34, 8.79, -6.59, -6.35
6.68, 3.13, 9.59, 8.24, -8.24, -3.69
5.96, 2.80, 10.05, 2.98, -7.53, -9.96
8.09, -2.38, 3.81, 6.04, -3.61, -1.41
0.00, 9.61, 1.59, 6.12, -4.24, -8.71
7.57, -3.74, 8.28, 8.94, -5.96, -1.18
4.36, 7.49, 13.77, 4.47, -3.84, 0.55
7.65, -1.15, 8.37, 0.00, -5.10, -5.02
3.86, -1.18, 27.00, 5.88, -6.59, 3.37
32.52, 7.49, 12.92, -6.43, 3.45, 16.48
6.16, 6.31, 33.21, 6.75, -12.00, 18.12
7.23, 2.86, 3.26, 41.34, 11.92, 4.79
-0.14, -1.28, 37.98, 5.26, 2.90, 27.07
23.57, 5.51, 19.15, 16.95, 90.69, -84.49
-24.79, 68.13, -0.08, 1.26, -1.96, -160.67
11.48, -60.81, 33.22, -6.35, -19.22, -4.79
6.53, -34.08, 30.00, 4.63, -16.24, 20.08
9.23, 4.17, 13.63, -5.10, 6.83, -43.86
-12.02, -24.24, 90.40, -32.64, -13.26, 35.15
17.28, -14.33, -23.75, 2.75, 0.63, 34.44
16.89, -3.35, 3.61, -33.66, -40.64, 3.30
2.85, -9.71, -32.82, -2.59, -22.67, -54.68
11.04, -21.89, 37.06, 3.77, 0.78, -62.21
10.20, 4.31, 42.33, 56.41, 8.08, -104.89
-7.94, -103.77, -0.84, 1.96, -8.87, 18.28
9.44, -13.62, 16.48, -13.89, -8.94, 29.42
-4.42, 0.16, 79.04, 6.12, 128.66, -143.02
-22.48, 42.68, 27.22, 138.71, 16.32, -49.27
-31.24, 50.92, -28.86, -13.42, -24.95, 59.94
33.12, -52.45, 7.91, -13.49, 4.08, 11.53
16.85, 20.35, -14.37, 25.03, 2.90, -71.55
17.44, -43.70, -36.29, 10.12, -22.91, 51.31
8.46, -15.39, 0.03, -58.06, -85.51, 11.06
60.89, -115.02, -65.42, -2.67, -18.04, 39.23
53.75, -19.46, -19.58, -3.77, -17.26, 34.13
11.05, 4.65, 37.95, 3.77, -5.10, 34.60
98.53, 21.41, -1.23, -25.18, 6.28, 28.24
15.00, 16.20, 15.58, -33.50, 24.16, -12.87
-7.65, 74.81, 21.14, -11.45, -21.65, 3.69
-1.91, 3.50, 24.78, 7.14, 9.41, 64.25
19.66, -49.89, 1.58, 1.73, -23.61, 18.83
5.50, -3.60, -20.88, 160.59, -15.69, 139.02
-38.94, -29.28, -21.28, 44.72, -152.20, 50.76
98.72, 13.02, -34.83, 6.67, 112.97, -159.18
-1.08, 32.50, 3.85, -3.77, -21.97, 21.34
54.57, 10.53, -15.59, 160.59, -20.24, 73.90
85.56, -14.16, 10.22, -2.51, 2.51, 17.42
8.41, 7.26, 22.54, -2.35, -34.13, 34.21
48.68, 3.19, 69.65, 160.59, 30.05, 131.10
-31.05, 62.46, -0.54, 8.79, -0.24, 31.15
13.02, -11.87, 10.42, -14.51, -147.81, 123.88
-5.68, 27.55, 96.15, -3.14, -21.34, 53.19
-7.40, 28.35, -4.41, -85.67, 28.09, -113.13
-0.30, -23.79, -45.08, 46.13, -76.41, 13.10
18.60, -15.99, -23.03, 160.59, -61.66, -148.98
-28.83, 57.83, 73.56, -18.28, -31.93, 60.25
14.73, -38.51, 26.13, 27.22, 4.00, 1.80
-1.35, 4.54, -2.08, 49.50, -86.30, 55.54
32.41, -2.08, -11.61, 27.69, -87.87, -151.96
-9.76, 65.68, -28.06, 1.88, 36.25, -160.67
-22.45, -20.49, 89.94, -20.24, 99.24, -152.36
-21.25, 67.97, -35.50, 44.64, -23.07, 26.05
-19.25, 74.84, -4.63, -48.41, 1.18, 106.70
12.42, -58.72, 8.07, -25.58, 0.86, 69.12
6.30, -25.93, 3.77, 90.85, -52.49, 24.79
44.01, -82.98, -79.66, -46.13, 7.14, 60.88
21.35, 37.23, -35.36, -5.96, -56.80, -5.88
13.81, -13.19, -61.88, 40.87, -6.35, -16.24
35.07, -13.68, 2.30, -4.08, -6.90, 52.41
12.02, 15.84, -1.72, -14.20, 3.84, 72.88
15.23, -37.16, 2.68, 32.24, -46.21, 22.59
6.46, -18.67, 10.21, 104.66, 26.91, -96.89
-18.88, 116.52, 19.18, -2.51, -17.34, -160.67
-45.01, -38.37, 56.20, 14.51, -18.44, 45.27
4.55, 41.21, -18.11, 40.01, -50.29, -160.67
-15.89, 96.59, -26.32, -15.38, 90.93, 43.23
-23.74, -100.48, 58.00, 160.59, 45.27, 12.08
4.92, 7.64, -31.12, 10.28, -29.18, 101.28
3.79, -14.44, 18.75, -7.77, -10.98, 37.74
-12.74, 13.61, -25.70, 16.40, -20.71, 43.31
6.90, -34.73, -0.81, -6.59, -93.44, -3.53
22.43, -16.46, -24.49, -7.92, -19.38, 57.82
13.69, -36.04, -16.19, 4.55, -15.46, 160.59
16.59, 93.80, -49.60, 82.85, 58.60, 14.44
19.20, -14.08, 8.72, 15.06, -85.12, 96.50
-4.05, 12.91, -7.29, -6.67, -16.24, -28.16
10.45, 26.03, -33.72, -3.22, -11.30, 47.39
7.62, -35.10, 2.81, -7.53, 5.49, 44.56
27.42, 36.24, 56.47, 36.09, -12.32, 19.06
16.54, -39.19, -48.27, 24.32, -14.51, -77.90
6.12, -8.67, -24.30, 30.68, -79.71, 1.96
16.67, -21.86, -66.87, -39.07, 27.30, 16.63
17.25, 13.75, -28.59, 84.02, 2.04, 135.57
-9.66, -0.02, -22.75, 13.49, 50.92, 56.25
22.22, -33.15, 20.79, -5.18, -5.02, 30.13
37.17, 18.16, 30.15, -5.26, -14.20, 30.36
12.70, -37.66, -18.85, -23.54, -10.04, 43.93
-7.40, 9.79, 34.66, -52.64, 18.91, 35.46
39.78, -54.07, -111.34, -10.36, -37.42, 40.95
7.03, -40.87, 10.14, -84.89, 2.75, 56.56
-4.85, -6.44, 9.53, 139.96, -45.66, 64.49
-1.58, -3.84, 12.50, 15.22, 44.48, 19.85
-7.63, -2.53, 23.75, 16.16, -8.94, 14.04
-5.55, 12.40, 5.71, 2.90, -7.30, 39.70
5.63, -11.02, 69.25, 6.35, -23.07, 10.59
10.24, 10.01, 87.40, -6.28, 5.26, 8.94
18.60, -21.40, -31.25, -117.76, 44.40, 44.95
1.60, 3.89, -28.01, -0.31, 11.53, 25.81
36.84, 18.17, -41.30, -160.67, -45.19, 100.26
19.71, 20.95, -31.04, 9.89, 11.53, -76.26
36.85, -94.53, 95.01, -6.67, -9.89, 7.53
14.49, -18.73, -6.15, 160.59, 44.40, 23.22
17.77, 40.97, -39.27, -0.63, 26.28, 0.00
25.36, 3.16, 18.56, -24.56, -13.49, -40.09
2.51, -49.42, -12.80, 2.12, 15.38, 14.12
2.24, 5.22, 11.78, 34.91, 38.99, 36.95
6.09, -22.59, -69.18, 20.01, 0.71, 19.69
5.26, 6.46, 18.89, 6.59, 1.96, 2.90
21.66, -7.23, 4.39, -1.02, 20.16, 1.88
42.94, -1.91, 2.55, 9.18, -12.00, -39.23
3.42, -20.41, -0.44, 6.90, 2.59, -0.71
7.59, -1.82, 13.27, 8.16, -0.71, -13.81
3.95, -3.97, 6.79, 9.49, 4.94, -3.30
6.90, 6.19, 5.18, 17.97, -61.43, -47.15
-0.09, 10.42, 14.60, 11.53, -3.30, -7.22
4.97, 0.77, 11.06, 7.30, -1.18, -2.51
6.97, 2.27, 12.79, 8.47, 1.80, -7.45
5.86, -4.02, 12.61, 9.18, -1.96, -3.84
8.04, 3.37, 4.11, 9.10, 0.00, -13.18
=
IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
13.37, -5.29, 10.94, 9.96, -5.49, -4.71
5.75, 3.26, 9.25, 9.18, -4.63, -3.69
7.03, 0.51, 6.36, 8.63, -3.92, -2.75
6.65, 1.78, 7.75, 7.85, -3.37, -2.35
6.59, 1.22, 7.36, 8.08, -3.22, -2.90
6.19, 1.50, 7.74, 8.24, -3.53, -2.04
6.56, 1.28, 7.59, 9.81, -7.14, 7.53
3.42, -31.59, -32.46, 10.75, -32.95, -12.71
5.07, -0.82, -0.68, 13.73, -8.16, -0.31
3.41, 0.33, 6.09, 7.61, -7.30, -5.02
8.18, 3.91, 10.53, 8.63, -1.41, -6.51
6.52, -0.08, 3.78, 7.85, -5.18, -8.39
6.31, 0.00, 1.98, 9.26, -5.65, -5.49
6.63, -0.35, 6.02, 9.89, -2.43, -6.90
6.17, 2.15, 6.95, 7.37, -3.53, -6.98
6.67, 1.02, 12.13, 8.94, -4.31, -7.37
6.84, -0.25, 8.51, 8.47, -5.81, -6.51
6.82, 0.92, 9.60, 8.24, -3.30, -6.12
6.39, 1.30, 8.30, 8.79, -2.98, -5.10
6.72, 3.34, 7.67, 8.79, -3.84, -8.87
5.42, 2.78, 9.03, 9.02, -3.30, -14.59
5.68, 1.50, 9.59, 8.47, -5.33, -6.35
6.03, 0.13, 10.11, 9.89, -7.92, -7.53
5.77, 2.47, 8.52, 12.47, -5.33, -43.93
6.36, 3.20, 10.42, 8.32, -6.43, -3.30
5.12, 0.59, 10.93, 7.37, -10.20, 1.26
4.36, -10.11, 18.06, 6.90, -2.98, -31.07
3.45, 0.26, 19.97, 9.34, -5.96, -33.42
4.57, -12.90, 25.19, 10.43, -1.41, -5.18
3.83, 5.21, 13.94, 8.39, -7.92, -25.97
21.67, -7.50, 12.72, 0.00, -3.77, -33.97
5.56, -22.56, 14.24, 10.75, -6.59, -7.61
4.15, 1.89, 10.46, 12.63, -10.28, 22.44
18.47, 7.36, -7.45, 1.49, -4.24, 17.57
6.75, -2.45, 15.50, 11.30, -26.12, -67.23
-8.59, 9.52, 46.87, 13.18, -15.38, -48.25
4.96, -13.76, 15.26, 115.40, 20.01, -2.51
0.18, -9.30, -0.25, 8.79, -17.57, -144.82
-5.74, -82.50, 67.76, -2.51, 6.75, 19.38
11.68, -11.20, 12.66, 4.08, -26.91, 35.07
38.52, -6.20, 13.89, 2.67, 0.08, 20.32
42.98, -17.83, 21.75, -4.16, 4.47, 13.42
2.29, -0.59, 45.25, 77.51, 10.98, 40.40
15.99, 24.08, -37.15, -153.22, -81.28, 19.06
10.78, 26.15, -36.04, -2.82, -11.77, 50.60
-0.66, 5.03, 60.33, 45.97, 18.36, -94.14
-5.62, -98.20, 27.65, -4.63, -51.15, -160.67
2.99, -35.53, 19.49, 39.46, -3.84, -70.53
0.85, 29.83, -14.17, 22.59, 22.67, 55.54
7.95, 21.62, -33.76, 14.44, -13.18, 69.98
8.09, -14.89, 15.02, -8.39, -32.32, 34.60
-9.48, 12.99, 47.23, -3.84, -12.24, 57.51
11.80, -33.55, 3.80, 6.51, -73.28, -29.11
0.64, -19.92, 21.05, -7.30, 10.67, 107.87
23.27, -43.19, -11.15, -2.67, 1.88, 17.57
7.83, -4.91, -12.82, -3.14, -53.35, 27.69
-6.35, 21.08, 108.96, 25.65, -51.62, 37.66
20.70, -12.23, -31.13, 108.58, 83.00, 84.18
9.81, -32.56, 1.66, 0.47, -35.38, -15.30
5.09, -42.07, 66.26, 4.00, 4.63, -160.67
-8.67, 22.15, 36.46, 6.90, -17.57, -34.68
2.64, -3.44, 53.49, -7.53, -52.72, 44.17
20.20, -10.54, -42.30, -16.16, -46.13, 113.21
15.72, -17.04, -4.08, -87.16, -21.10, 47.07
17.42, 7.48, -24.88, 3.61, -30.44, 40.25
2.66, 6.87, 71.87, 61.82, 80.26, -97.05
18.78, -82.55, 10.23, -115.48, -83.00, -160.67
1.89, -45.39, 9.74, -6.04, -10.28, 5.02
-4.78, 7.10, 36.24, -53.03, -11.30, 92.81
17.16, -29.70, -19.57, 5.96, 25.34, 14.28
32.44, -5.01, -19.83, -93.12, 155.73, -18.75
39.05, -10.51, 5.31, 160.59, -160.67, 80.89
23.10, -32.61, -31.81, 8.87, 12.32, -160.67
-27.92, -38.15, 56.81, -26.75, 28.09, -160.67
-17.85, -104.20, 46.04, 1.10, -2.59, 12.24
3.11, -24.50, -8.59, 160.59, 38.76, -32.24
-49.39, 135.27, -1.29, 20.08, 16.00, 43.38
1.80, -11.46, 12.89, 26.67, -17.65, 10.04
-1.18, -18.96, 45.03, 23.61, -81.43, -59.70
-0.37, -58.86, 8.27, -3.30, 11.85, -160.67
-49.79, 144.05, -45.51, -29.42, 18.99, 58.06
13.54, -58.51, 26.24, 9.81, -5.49, 18.83
17.17, -80.48, 27.38, -37.89, 45.03, 74.22
38.41, -69.31, -12.89, 9.81, -17.10, 48.48
9.75, -3.13, -23.42, -11.85, -38.05, 8.71
0.45, -54.33, 42.92, 3.77, -0.47, -160.67
-10.14, 85.00, 35.20, -33.66, 22.59, -118.15
-3.14, -92.86, 26.94, 14.98, 20.87, -62.06
57.86, 8.53, -15.95, 61.74, -10.98, 65.35
1.73, -25.86, -1.07, -160.67, 63.55, 11.92
-23.56, 76.80, -11.82, -20.55, -23.38, -101.36
22.37, 0.18, 51.52, 160.59, 35.07, -24.40
-2.87, -15.11, -28.64, -5.41, 160.59, -160.67
-13.15, -1.77, 48.78, 28.16, 32.87, 56.56
-4.84, -8.16, 30.78, 8.94, 35.15, -160.67
-25.62, -85.20, 40.30, -6.04, -12.94, 35.07
-19.66, 24.17, -12.27, 24.48, 0.78, 52.72
62.26, -0.62, -39.65, 160.59, -88.02, -13.49
-26.34, 34.92, -16.58, 36.01, 42.91, 22.75
33.42, 46.01, 13.35, 31.30, 78.06, -22.75
41.40, 32.75, 46.48, 30.99, -12.94, -50.45
14.24, -26.10, 52.99, -27.07, -12.55, -22.05
-16.78, 39.93, 14.03, -97.36, -26.99, 72.26
17.02, 57.59, -70.46, -73.90, -42.44, 135.57
15.10, 3.09, -39.38, 150.32, 130.55, -101.20
-2.55, 34.20, 8.04, -56.02, -89.99, 104.89
8.42, -31.60, -8.10, -6.20, -9.57, 29.18
-5.63, 3.75, 64.20, 6.59, -20.71, -1.96
-11.25, 6.79, 120.00, -5.10, 160.59, -88.65
-58.59, 133.82, -73.16, 158.71, 160.59, -20.79
-15.92, 86.88, -11.39, 9.02, -58.60, 142.78
2.57, 26.32, -23.88, -13.18, 112.58, 73.43
-22.32, 55.14, -24.70, -17.97, 1.18, -160.67
-22.30, -55.89, 91.81, 5.81, -8.16, 8.87
11.90, -9.84, -7.80, 0.55, 4.94, 34.99
12.90, -2.71, -4.27, 8.08, 73.04, 104.11
-4.93, 43.14, 40.66, 57.98, 49.90, 54.21
23.28, -0.21, -29.61, -3.77, 0.00, 60.02
-4.09, 1.44, 97.39, 6.75, -47.62, 5.96
-7.41, 7.99, 121.01, 160.59, 14.28, -107.17
-70.71, 129.98, -49.87, 79.63, -39.15, 71.86
16.89, -5.84, -15.44, -32.64, -32.71, 160.59
13.31, 18.15, -65.33, -6.67, -18.91, 66.21
0.62, -9.94, 81.52, -42.84, 18.99, 64.10
6.74, -32.34, -11.72, 21.65, -10.59, 47.70
-0.34, 1.81, 43.38, -112.27, -14.91, 33.50
10.49, -7.40, -26.32, -100.42, -11.14, 89.99
27.15, -37.71, -27.27, 1.02, 4.86, 53.27
6.94, 12.98, 9.90, 14.67, -15.61, -67.31
14.17, 15.01, 66.63, -160.67, -25.73, 44.17
2.96, 14.89, -91.26, -52.72, -27.54, 59.00
-5.84, 7.37, 36.83, 6.90, 147.49, -160.67
-70.51, 48.97, 34.23, -0.63, 1.73, 25.81
-4.87, -17.58, -38.49, 23.77, -47.70, -41.03
32.96, -21.51, -44.40, 28.64, -16.87, 1.41
26.08, -24.71, -34.38, -4.86, 4.16, -91.40
28.07, -19.27, -17.82, -6.67, -21.50, 1.88
7.45, -4.59, 32.00, 142.55, 88.73, 67.86
27.61, 24.20, -56.67, -26.05, 30.52, 94.77
-11.51, 4.21, 143.77, 3.61, -36.95, -160.67
-22.61, -80.31, 24.66, 4.71, -7.92, -32.09
-3.59, 2.03, -21.10, 9.02, 25.18, 13.10
-20.83, 3.28, 17.89, 7.53, 5.10, 13.57
1.21, -5.69, -4.95, 160.59, 84.73, -26.36
-17.05, 19.03, -54.94, 20.63, 27.38, 3.45
2.08, -0.55, 16.37, 10.04, 12.00, 14.44
1.60, 11.02, 15.16, -12.63, 5.02, 11.69
10.67, -11.84, -22.93, -49.43, 5.88, -14.20
21.39, 9.18, -47.95, 6.28, 1.73, -2.04
7.53, -6.43, 17.68, 7.45, -4.94, -3.92
4.05, -0.12, 15.89, 8.00, 1.18, -5.18
5.84, 0.85, 9.91, 9.02, 9.10, -2.90
7.66, 1.99, 1.54, 8.55, -1.33, -3.06
7.06, -3.00, 8.80, 7.53, -3.14, -7.06
5.05, 0.10, 9.51, 7.37, -3.77, -3.77
6.03, 1.94, 10.68, 1.33, 34.91, -34.68
7.13, -1.03, -21.60, 6.43, 7.92, 0.24
8.17, -3.15, 9.50, 10.51, 1.88, -6.12
7.96, 1.36, 14.05, 8.63, 0.63, -11.61
6.61, -1.79, 8.89, 8.47, 1.41, -5.49
8.00, -2.29, 10.65, 10.12, 4.79, -8.32
7.68, 2.72, 11.18, 13.18, 7.85, -0.08
=
IMU-X,IMU-Y,IMU-Z, ADXL-X,ADXL-Y,ADXL-Z
14.58, -8.17, 8.34, 10.98, -8.94, -5.33
7.04, 2.49, 9.11, 10.51, -10.04, -4.94
7.84, 1.79, 5.67, 9.96, -8.71, -2.90
7.65, 1.88, 7.25, 9.73, -9.18, -2.51
7.18, 1.41, 7.10, 8.63, -8.63, -3.14
6.23, 1.25, 7.21, 8.16, -8.24, -2.82
6.24, 1.41, 7.32, 8.24, -7.92, -2.51
6.39, 1.39, 7.20, 8.39, -8.55, -2.43
6.72, 1.37, 7.06, 9.18, -9.10, -2.75
7.32, 1.55, 6.77, 10.12, -9.57, -1.96
8.07, 1.92, 7.12, 9.96, -8.79, -2.20
7.58, 1.79, 7.24, 9.18, -8.63, -2.12
7.19, 1.96, 6.80, 9.41, -7.69, -1.26
7.39, 2.04, 6.75, 9.41, -6.90, 0.63
6.75, 2.22, 7.11, 8.63, -3.53, -1.26
6.34, 2.31, 7.34, 48.80, 115.40, 51.78
-24.22, 55.29, -42.49, 11.92, 30.13, 17.73
19.40, -13.69, 20.59, 10.90, -4.71, -38.44
10.65, 4.74, -0.54, 7.14, -5.81, -6.59
9.21, 2.97, 9.32, 9.34, 1.41, -5.73
7.49, 7.87, 0.73, 10.83, -4.31, 1.80
7.95, 3.45, 5.91, 7.92, -12.87, 12.71
13.64, -1.29, 11.25, 5.96, -8.16, 1.65
6.77, -3.90, 7.83, 9.02, -8.16, -3.30
8.06, 7.88, 31.04, 7.30, 2.04, 5.96
16.29, 3.64, -13.24, 7.37, -9.41, 10.36
13.75, -4.53, 0.58, 11.85, -11.69, -3.06
8.59, -3.32, 1.86, 9.02, -6.28, -1.26
7.46, 4.81, 10.11, 11.92, -14.12, 37.11
-2.26, 13.52, 0.08, 46.76, -28.71, -76.49
3.84, 0.89, 18.13, 3.92, -1.41, -4.47
13.23, -16.66, 11.55, 18.83, 2.43, 18.59
-8.65, 13.93, 28.28, 2.20, -5.02, 30.36
15.61, -18.74, -7.40, 27.07, 20.01, -39.31
0.97, 12.19, 24.69, 12.79, -34.68, 50.05
8.64, 10.91, 45.84, 0.00, -18.67, 39.78
11.33, -8.64, 14.16, -14.44, -5.18, 68.10
10.24, -34.30, -25.50, 8.55, -12.55, 0.71
10.31, 5.36, -4.63, 5.88, -30.75, 18.36
16.55, -21.02, 1.53, 3.22, -17.34, 61.43
-8.54, -35.83, 36.30, 0.00, -10.59, 44.25
8.63, -1.58, 44.37, 160.59, 28.56, -58.92
-12.10, 45.84, 35.23, 16.24, -7.85, 17.02
18.80, 15.07, 7.95, 8.79, -25.58, 37.97
26.99, -45.31, -44.77, 10.04, -139.96, -160.67
4.01, -8.62, 34.95, 11.53, -54.13, 48.64
22.33, -35.63, -39.15, -7.53, -27.22, 45.42
16.91, -27.04, -17.51, 0.00, -40.72, 23.07
-3.46, 12.71, 110.20, -12.47, -34.68, 25.26
-9.01, 16.61, 121.34, 139.96, -56.33, 40.40
17.94, 31.02, -28.64, -9.73, -46.44, 22.59
45.53, 25.10, -19.32, -126.62, -19.85, 38.21
26.56, 7.93, -44.15, -1.57, -27.93, 58.45
-3.34, 6.85, 101.53, 7.22, -16.55, 58.76
10.31, 39.81, 40.52, 0.00, -26.60, 40.09
7.55, 4.75, -1.52, 53.58, -19.22, -160.67
-37.88, 160.00, 25.51, 0.94, -49.11, 13.10
6.45, -28.07, 40.34, 4.39, 125.53, -115.80
14.46, -8.90, 44.87, 27.77, 1.18, 43.15
7.33, 6.19, 44.76, 19.46, 83.32, -52.33
-38.65, 55.95, 20.45, 19.69, -118.94, 8.39
-21.96, 154.94, 7.38, -74.14, 24.71, 59.86
29.64, -19.90, -47.45, 160.59, -160.67, 114.07
6.92, 113.42, -75.50, 9.73, -82.85, -151.96
19.52, -10.60, 46.97, -13.18, -45.19, 23.14
-6.02, 19.05, 94.08, 20.79, 18.51, 160.59
15.29, -93.73, -0.04, 3.14, -121.21, 27.93
46.91, -48.12, -54.91, -53.19, 16.00, -160.67
-6.85, -72.48, 22.36, -49.43, 38.36, 111.80
12.24, -20.61, -6.24, 118.23, 0.00, -21.57
-14.31, -9.62, -40.51, -140.51, -124.27, 76.26
15.03, -23.54, 8.37, 160.59, 9.41, 73.67
57.25, -26.09, -54.21, -160.67, -160.67, 69.27
25.15, -12.76, 27.67, 160.59, 24.01, -83.63
-17.29, 14.32, 26.41, -5.02, -48.72, 70.29
11.94, -38.45, 5.49, -11.38, -11.22, 51.39
